date_received,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
09/14/2015,Dealing with my lender or servicer,Received bad information about my loan,"In XX/XX/XXXX I cosigned a XXXX XXXX student loan for my daughter XXXX XXXX ( now XXXX XXXX XXXX XXXX for XXXX {$35000.00}. On XX/XX/XXXX I filed a Chapter XXXX Bankruptcy which was discharged on XX/XX/XXXX ( File XXXX ). 

Immediately after the bankruptcy filing and continuing through this year, XXXX XXXX reported this loan to all XXXX credit bureaus as "" discharged with bankruptcy ''. No collection efforts have ever been made on this loan and I, therefore, assumed that XXXX XXXX agreed with how it was reporting the loan 's status to the agencies. 

Despite often-made statements to the contrary, I am well aware that only Qualified Student Loans can survive a Chapter XXXX discharge and that this loan clearly did not meet this definition since it was for an amount more than XXXX times the cost of attending the school that my daughter was enrolled at. My daughter did not deceive anyone with respect to obtaining this loan ; she disclosed what school she was attending but no one ever questioned her as to the cost of attendance. The IRS is quite clear that "" mixed use loans '' can not be considered qualified student loans and this loan was so large that it had to be known that it would be used for purposes other than tuition, books, etc. 

For the past five years I have assumed that XXXX XXXX recognized that this loan did not survive the bankruptcy and there have been no attempts to collect on it from me. That is none until today when I was called by Northstar Location Services, a representative of which informed me that they had been directed to collect on the loan. I asked about the five years of reporting it as discharged by bankruptcy and I was told that they had no knowledge of that. I tried to explain to the representative that it is improper, unfair and probably illegal to report that a loan was discharged and then to suddenly decide to collect on it. I essentially was told that they were acting at the direction of .XXXX/XXXXMy assumption is that XXXX, the "" new XXXX XXXX '' has been reviewing its loan portfolio and has decided to try to squeeze more out of it. So they have sold the debt to a collection agency in the hope that they can get me to pay it. On the phone I was even offered a "" deal '' whereby I could be removed from the loan for a payment of "" only '' {$15000.00}! 

It is simply unconscionable to suddenly change the ground rules on a consumer after five years of taking a position that is diametrically opposite from the XXXX being taken today. This is the kind of underhanded operating procedure that makes consumers dislike dealing with any financial organizations. 

Despite all this I have received nothing in writing from XXXX XXXX or the collection agency. My contact at Northstar is a XXXX XXXX at XXXX XXXX. 

Anything you can do to assist me in this matter would be greatly appreciated 
",,"Northstar Location Services, LLC",SD,570XX,Older American,Consent provided,Web,09/21/2015,Closed,Yes,Yes,1564302
10/30/2015,Deposits and withdrawals,,"On XX/XX/XXXX, my recently deceased father was gifted an individual IRA Retirement Certificate of {$2000.00} from XXXX Wisconsin. This bank was purchased XX/XX/XXXX by TCF Bank. For the last two weeks, I have been speaking with TCF Bank whom can not locate the account ; even though I have provided all the requested account numbers, social security information, and even pictures of the IRA Certificate ( attached ). TCF can not locate the account/nor can not tell me what happen to the funds. They have also not offered to honor the Certificate with interest. Myself and XXXX siblings are the beneficiaries of this IRA, which we can produce. TCF Bank has failed to provide any information about what happened with this account, as it was not cashed. They can not just keep our money, which was saved in an IRA for over 30 years, so to accumulate interest. I have contacted the FDIC and also the Unclaimed Property Division ; whom confirm that TCF did take over XX/XX/XXXX ; and unclaimed property indicates they do not have these funds - and usually do not get IRA 's. I have also reached all to the Controller of the Currency on this matter. TCF is acting in bad faith for no honoring the IRA that can be produced by my family, giving the excuse they lost or can not locate the account. The failure of them to locate the certificate/account is not my family 's fault. This has caused undue duress on our family, whom has already lost a father and utilized too much of our time trying to claim funds that TCF Bank continues to provide us. 
",Company can't verify or dispute the facts in the complaint,TCF National Bank,WI,535XX,,Consent provided,Web,10/30/2015,Closed with explanation,Yes,No,1633308
10/13/2015,Fraud or scam,,"On XXXX/XXXX/2015, I received a phone call from an online computer service provider. They told me they were going to refund my fees paid to XXXX. After hours of trying to connect, they scamed me into allowing access to my bank account information. Showing me they had an account at the same credit union. Anyway they claimed to deposited excessive amount into my checking, ( which was transfered from my savings. ) And that i would have to send them a money gram for the excess. I did all this and realized what they had done and cancelled the money gram in time to get my funds returned. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX was a supervisor at this company. He ensured me everything was alright. and gave me a transfer id #. and showed me his account with XXXX XXXX XXXX XXXX. They requested funds be sent to a XXXX XXXX in XXXX. 
",,MoneyGram,NE,685XX,Servicemember,Consent provided,Web,10/13/2015,Closed with explanation,Yes,No,1603423
09/22/2015,Communication tactics,Frequent or repeated calls,"I have a account with Conns in XXXX texas. I understand when I am to pay my bill. My complaint is they call up to 10 times a day until I have paid my bill. I have called to notify them that I will be late ( some times it is due to when my pay day falls ) but they continue to call. 
",,"Conn's, Inc.",AR,727XX,,Consent provided,Web,09/25/2015,Closed with non-monetary relief,Yes,Yes,1574124
09/29/2015,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,"The interest is 782 % they already in one month took {$290.00} with only XXXX to my loan principle. I borrowed XXXX However. the issue is that I was given false information on the payment amount. I was told that my payment was going to be {$100.00} each of my pay period in which I agreed. But in reality ONLY the first payment was going to be {$100.00} and all the ones were going to increase to {$190.00} each pay period. Which is totally insane! I would have rejected the loan if they would have given me that info in the very beginning! I do not have any paper documentation because I saved the email XXXX XXXX had first sent with all the information and It has disappeared from my box. But I am willing to swear under oath that he had sent me the information indicating the payments of {$100.00} NOT {$190.00}. XXXX became very verbally hostile when I questioned their false tactics. He then added more fee 's to my balance for asking him to take out the remaining XXXX on the next pay period. ( I had to borrow the money from family members so I can get out of this terrible situation. ) 
",Company can't verify or dispute the facts in the complaint,"EZCORP, Inc.",TX,783XX,,Consent provided,Web,10/02/2015,Closed with explanation,Yes,Yes,1584934
10/26/2015,Disclosure verification of debt,Not disclosed as an attempt to collect,"I am so sorry to have to contact you again, but I am having an issue again with the debt collector MACHOL & JOHANNES, XXXX XXXX XXXX, XXXX XXXX, XXXX CO XXXX. XX/XX/2015, you assisted me in reaching settlement with this debt collector. 

At that time, I informed XXXX XXXX XXXX, that I could give them {$4000.00} to clear this debt and remove the lien from my home. XXXX XXXX spoke with his supervisor and was told they would only accept {$7000.00} to clear this debt and remove the lien. I did n't have that amount so I settled for payments of {$100.00} a month, beginning XXXX XXXX, 2015, with no interest being charged. I have never missed a payment. 

On Friday, XXXX XXXX, 2015, I called XXXX XXXX XXXX at ( XXXX ) XXXX, and informed him that I now had {$6000.00} to be used to clear this debt and release the lien on my home. I told XXXX XXXX that his supervisor wanted {$7000.00}, but I asked XXXX XXXX to ask his supervisor if he would accept the {$6000.00}. XXXX XXXX said he would speak to his supervisor and would call me back, and could he leave a message if I did n't answer. 

I did not hear anything from XXXX XXXX, so on Tuesday, XXXX XXXX, 2015, I called XXXX XXXX and left a detailed message for him to call me back with an answer regarding the {$6000.00}. 

I got no response, so on Thursday, XXXX XXXX, 2015, I again called XXXX XXXX and left another message for him to call me back regarding the {$6000.00} to clear the debt and release the lien from my home. 

As of today, XXXX XXXX, 2015, I have not had a response from XXXX XXXX by with a phone call, message, or by any written communication. All I want, is to know whether or not they will accept the {$6000.00} to clear my debt and release the lien on my home. How hard is it to answer that question? 

Thank you in advance for any assistance that you can give me in this matter as I ca n't seem to get any type of response from this debt collector. /XXXX XXXX 
",Company believes it acted appropriately as authorized by contract or law,"Machol & Johannes, LLC",CO,810XX,Older American,Consent provided,Web,10/26/2015,Closed with explanation,Yes,No,1624007
10/31/2015,Managing the loan or lease,,"I made a large payment on my Bank of America credit card which I have had for 13 years. I thought the large payment would help my credit, but instead they immediately lowered my credit limit, ruining my credit and I have no funds to use. I have always been on time with my payments and I was n't even notified! This company is evil and low life. 
",Company chooses not to provide a public response,Bank of America,ID,837XX,,Consent provided,Web,11/03/2015,Closed with explanation,Yes,Yes,1634285
11/01/2015,Incorrect information on credit report,Account status,"XXXX disclosed that I was paying significantly higher insurance premiums due to information in my credit report. They arranged to have TransUnion ( TU ) send me a copy of their report. I had never seen it before and discovered that it had highly inaccurate, false and misleading information which appeared to leave a 10-year "" gap '' in my record. The proper explanation is that : in XX/XX/XXXX I was upgraded to an XXXX XXXX XXXX XXXX XXXX XXXX with high credit limits replacing my original XXXX card started in XX/XX/XXXX. It became my primary credit source for the past 16 years. The face of the card clearly states that it continues my XX/XX/XXXX membership. TransUnion erroneously reports only the old card which was superseded in XXXX XXXX as having a {$0.00} credit limit and closed 10 years later in XXXX XX/XX/XXXX without explaining the actual change which took place. On XXXX XXXX I called TU about XXXX-XXXX AZ time and talked to XXXX . I asked that TU provide the above explanation as to what really happened to the old card EITHER by verifying it with XXXX Credit Bureau ( whom I authorized to give information to TU ) OR by allowing me to provide such a statement correcting my credit report. I then talked to his Supervisor, XXXX, who confirmed to me the points listed below which were stated by the TU rep accuratly reflect TU 's policies. I believe these stated policies conflict with my rights under FCRA. TU 's policies are : 1. TU is mainly a reporting agency of data given them by whichever creditors chose to file periodic reports. It is "" not our job '' to seek out or investigate any missing information brought to our attention which might adversely affect a consumer 's credit record. 2. I asked how I could proceed to file a grievance or appeal on the omitted information. I was told that TU does not have any such procedure for doing this. 3. I asked if I could provide a brief statement giving the true and correct description which explains that certain credit information is omitted and why. I was told that consumers are not allowed to give their side of any dispute or denial. 
",Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",AZ,852XX,,Consent provided,Web,11/03/2015,Closed with explanation,Yes,Yes,1634594
10/13/2015,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,"I paid the balance of the loan and now they say I owe {$65.00}. My credit union sent them a check for {$1100.00}, which was balance on XX/XX/2015.They received the check XX/XX/2015. Now they say i owe {$65.00} 
",,"Mobiloans, LLC",FL,322XX,,Consent provided,Web,10/13/2015,Untimely response,No,No,1604659
09/22/2015,Application processing delay,,"I applied for a BBVA NBA XXXX XXXX card application on XXXX XXXX, 2015, XXXX XXXX, 2015 and XXXX XXXX, 2015. BBVA requested and received my XXXX Credit file on each date listed. I received XXXX ( XXXX ) letters regarding each application stating that each application was declined due to "" unable to verify identifying information ''. I have contacted BBVA repeatedly in an attempt to understand what information the company was unable to verify. Each BBVA representative basically stated the same thing that identity verification failed and wait a few months to reapply again. Unfortunately, no one within BBVA has the ability to inform consumers of what identity failures have occurred. It was recommended to contact XXXX directly to verify my information. I contacted XXXX and verified that all my identifying information listed on my BBVA application matched the information in my XXXX credit file. XXXX actually recommended that I contact BBVA to discuss any identity verification directly with them as my information with XXXX is correct. The information on my BBVA applications were in compliance with with Section 326 of the USA Patriot Act which mandate that financial institutions verify certain information about applicants, including name, legal address, date of birth and Social Security or Tax Identification Number, while processing account application. 
",,BBVA Compass,OH,452XX,,Consent provided,Web,09/22/2015,Closed with non-monetary relief,Yes,No,1575163
09/29/2015,Can't stop charges to bank account,Can't stop charges to bank account,"I have submitted a cease and desist letter on XXXX/XXXX/15 and have asked the lender ( Cash Central ) to cease all debits of my checking account on XXXX/XXXX/15 with XXXX XXXX XXXX XXXX XXXX South Carolina XXXX. Cash Central did not honor my request to stop all debit transactions and have not honored my cease and desist. Lender has contacted me after acknowleding that they have received my cease and desist letter. They gotten it via email on XXXX/XXXX/15 and have contacted me by telephone on XXXX/XXXX/15 at XXXX and have also emailed me on XXXX/XXXX/15 at XXXX. They have also debited my checking account after I requested that they no longer debit my checking account for funds. Since then. I have contacted my bank and have filed an unauthorize transaction for my account. On today, the payment made to Cash Central was reversed by my bank. Again, Cash Central has not honored my Cease and Desist. Please advise on moving forward and steps to take civil and/or criminal action. 
",,"Community Choice Financial, Inc.",SC,290XX,,Consent provided,Web,09/29/2015,Closed with explanation,Yes,No,1585466
09/30/2015,Can't repay my loan,Can't temporarily postpone payments,"I have being dealing with with my student loan deferment since the end of XXXX 2015.I am a XXXX that every year by the month of XXXX I must submit by deferment papers being that Im in a XXXX. This year Navient as denied my deferment due to improper/wrong form filling. Since the XXXX denial due to wrong paper submission I have been calling on a weekly basis to get this matter resolved, being that i work over XXXX hrs a week and I do not want this matter affecting my credit. The first submission was done on XXXX/XXXX/15 and was denied due to improper forms a month later. I then upload the new forms on XXXX/XXXX/15 at XXXX. After speaking with multiple costumer agents and Supervisors, they inform me those forms were also incorrect and denied. The supervisor informed me that all was needed to resolve the matter was to resubmitted the proper forms, which were email to me by employee XXXX XXXX on XXXX/XXXX/15.Once receiving the documents and having both my director from the program fill it out and sign I re-fax the document back to the listed number of XXXX on XXXX/XXXX/15, after a week of no answer or email to let me know the status of my resubmission, I took it upon myself to call on XXXX/XXXX/15 ( as well as re-email supervisor XXXX by email to check the status of my forms and got an auto reply stating he was on vacation from the XX/XX/XXXX-XX/XX/2015 that if we need any further assistance to contact XXXX XXXX. So we called on XXXX/XXXX/15 to speak with Supervisor XXXX XXXX Employee # XXXX and I was inform that no document were received even though I have proof of fax sent. I also sent a scan copied of the new documents to XXXX XXXX who stated he was also supervisor at Navient ( XXXXXXXXXXXX ) on XXXX/XXXX/15. So the same documents were uploaded to the navient system via upload.navient.com on XXXX/XXXX/15 confirmation email was sent on XXXX/XXXX/15 XXXX XXXX. After multiple submission/scans/email/fax of my deferment request documents I receive email today XXXX/XXXX/15 at XXXX of a XXXX denial stating that wrong/incorrect forms where submitted. With the repeated denial I received an attachment with what they state is the correct form with was the original form that I had my residency director signed on XX/XX/2015 and fax to them 0n XX/XX/2015. At this time my frustration as reach a boiling point because navient bill collectors called me to inform that I was 2 payment behind that with a third nonpayment they would report me to the credit bureau. I have once again call their costumer hotline and spoke with a XXXX who stated she was another supervisor Employee # XXXX, that their was nothing they can do at this time ( XXXX ) to call back during business hours. They have block my XXXX account when I was posting Very negative review regarding their costumer service and harassing/threatening with credit reporting if payment not receive. I feel that their mishandling and lack of competency to follow through with their job has put my future at jeopardy. I currently do not make nearly enough to make my XXXX XXXX loan payments. And now I am 3 months behind on this suppose payment that I have being requesting deferment on since XXXX 2015. 
",,"Navient Solutions, Inc.",FL,336XX,Servicemember,Consent provided,Web,10/02/2015,Closed with non-monetary relief,Yes,No,1586188
10/07/2015,Applied for loan/did not receive money,Applied for loan/did not receive money,"Speedcash is still trying to get more money from me and I paid them all of there money. I do n't know what to do do they will leave me alone. 
",,Speedy Cash Holdings,IL,604XX,,Consent provided,Web,10/08/2015,Closed with explanation,Yes,No,1596327
09/30/2015,"Loan modification,collection,foreclosure",,"XX/XX/XXXX, WE HAD A FAMILY MEDICAL HARDSHIP, WHEREIN THE COST OF TRAVEL AND ACCOMODATIONS CONSUMED OUR CASH AND OTHER RESOURCES. WE CONTACTED OUR MORTGAGE COMPANY AND INFORMED THEM.WE WERE TOLD BY OCWEN LOAN SERVICING IN XX/XX/XXXX WHEN WE TRIED TO SEND IN PAYMENTS THAT WE SHOULD APPLY TO THE HOME AFFORDABLE MODIFICATION PROGRAM ( HAMP ). WE HAVE SENT NUMEROUS DOCUMENTS OVER THE PAST 4 YEARS. WE HAVE BEEN TOLD NOT TO WORRY BECAUSE THEY SAW THAT WE HAD ENOUGH PENSION AND RETREMENT AND SOCIAL SECURITY INCOME TO MAKE OUR MONTHLY OBLIGATION. WE SENT IN DOCTOR FORMS TO DOCUMENT THE MEDICAL EMERGENCY THAT DRAINED OUR FINANCIAL RESOURCES DURING XX/XX/XXXX -XX/XX/XXXX.RECENTLY WE WERE TOLD THAT OUR MODIFICATION APPLICATION WAS DENIED BECAUSE THE NOTE HAD A MATURITY DATE OF XX/XX/XXXX. WE HAD BEEN IN COMMUNICATION EVERY MONTH FOR THE LAST 4 YEARS. NOW THEY DROP THIS BOMB ABOUT PAYMENT IN FULL OR FORECLOSURE. THE TAX ASSESSED VALUE OF OUR HOME IS {$130000.00} ON A {$60000.00} MORTGAGE THAT THEY HAVE ASSESSED LATE FEES TOTALING {$30000.00}. 
UPON RECENT FACT FINDING SEARCHES, WE HAVE FOUND OUT THAT OCWEN LOAN SERVIVING OF XXXX XXXX XXXX, XXXX WAS UNDER INVESTIGATION BY THE XXXX STATE ATTORNEY GENERAL OFFICE AND WAS ORDERED TO PAY XXXX HOMEOWNERS FOR IMPROPRITIES. 
WE BELIEVE THAT OCWEN HAD NO INTENTIONS TO REFINANCE OR ACT IN GOOD FAITH. THEY LED US TO BELIEVE THATWE HAD NO PROBLEMS AND THAT IT TOOK A CONSIDRABLE AMOUNT OF TIME TO GET REFINANCING TOGETHER. DURING THE 4 YEARS, WE HAVE DEALT WITH XXXX FINANCIAL RESOLUTION MANAGERS, WHO HAVE REQUIRED US TO SEND UPDATED DUPLICATE INFORMATION, WHICH WE DID PROMPTLY. WITH EACH FINANCIAL MANAGER WE WERE LEAD TO BELIEVE THAT WE WERE GETTING CLOSER TO THE MODIFICATION, WHEN THE HOLD TIME THEY WERE DELAYING US. 
",,Ocwen,VA,245XX,Older American,Consent provided,Web,09/30/2015,Closed with explanation,Yes,Yes,1586815
10/07/2015,Can't contact lender,Can't contact lender,"XXXX Credit Bureau informed me via CFPB # XXXX that Cash Central failed to notify their request for a removal of XXXX Hard Inquires which continues damaging my credit score. 

Cash Central representative XXXX XXXX, ( phone XXXX XXXX send me a letter on XXXX/XXXX/15 stating that a request to remove the XXXX hard inquires was sent XXXX. 

According to the response receive XXXX, as of this date, Cash Central have failed to comply with their request to remove the XXXX hard inquires which continues damaging my credit score. 

XXXX 
",,"Community Choice Financial, Inc.",NV,891XX,,Consent provided,Web,10/07/2015,Closed with explanation,Yes,Yes,1596225
09/30/2015,"Account opening, closing, or management",,"I have been a customer of XXXX since XX/XX/XXXX ( encouraged to open accounts due to a mortgage refinance solicitation that required "" all '' accounts be moved to the bank as a condition of the loan ). XX/XX/XXXX, I noticed on the Bank web site that it was being acquired by Iberia Bank. However, I received very little in the way of substantive information about how the acquisition would affect my accounts or banking relationship. In fact, in advance of and since the acquisition, I have receive NO new terms or conditions relating to my accounts or services, such as my Bill Pay service. Only after the acquisition took place did I learn that I would no longer receive bills from third parties through my Bill Pay service ( after several bills were not delivered and payments were late ). To date, I am still trying to correct delivery issues with the billers due to difficulties with the prior bill delivery requests made by XXXX. I have not received debit cards for my accounts. Apparently my account terms have changed now requiring minimum balances and I am being charged service fees ; however, I did not receive advance notification of these changes to my accounts. I also was informed ( after the fact ) that the bank routing number and account numbers were changing and that I was responsible for notifying billers who drafted payments from my account. I have requested new checks for my account, but the Bank has never delivered them. I have reported all of these issues to the Bank on at least 5 occasions, by telephone and in person. On at least two of these occasions, I requested a return call from the private banker who opened the accounts initially. I never received a return call. I was told on at least two occasions by representatives from the Bank that the transition has been challenging, that other customers have complained, and that other customers did not receive communications about the transition. I also was promised that the service fees removed from my accounts would be replaced. They have not been. Finally, after my last call to the Bank expressly frustration about the Bank 's failure to correct any of the issues that I had complained about, I finally received a call from the private banker, who threatened to unilaterally close my account for "" berating '' the bank employees ( in other words, complaining about legitimate service failures ) and thereby causing other business disruptions to my personal finances. Now, I have left two additional messages with the same private banker to address issues with my account and I have received no return call. 
",Company chooses not to provide a public response,IBERIABANK,GA,303XX,,Consent provided,Web,09/30/2015,Closed,Yes,No,1587208
09/23/2015,Deposits and withdrawals,,"On XXXX XXXX, 2015 I received immediate retaliation because I went to local branch to ask my stolen funds as I reported to CFPB before. The interest earning on my account dropped from 1.1 % to zero percent. On XXXX XXXX, 2015 I was called by Capital One representative regarding lost interest {$6.00} on my account from XXXX XXXX, 2015 to XXXX XXXX, 2015. Because I reported the previous theft activities causing me the loss {$68000.00}, {$1100.00} interest, {$30.00} transpotation expense to go to branch 3 times, and {$200.00} per hour to collect this debt. I received immediate retaliation from the bank to drop my interest earning from 1.1 % to zero percent. I reported immediately. I was told XXXX times by the bank representative on XXXX XXXX, XXXX XXXX, and XXXX XXXX, 2015 regarding this credit. But it was never posted on my account. This bank also provided deceptive advertising on promotional offer {$250.00} for business checking account. I have completed all requirement according to promotional offer. I have sent a request to their customer service. But I never heard anything back regarding how they are going to pay. Now this bank owe me total : {$70000.00} plus {$200.00} per hour to collect this debt ( {$2000.00} ). Now I spent at least XXXX hours on this matter. Plus I suffer severe anxiety caused by this theft complaint. 
",,Capital One,MD,206XX,,Consent provided,Web,09/24/2015,Closed with explanation,Yes,Yes,1577456
11/02/2015,Taking out the loan or lease,,"I asked by a friend to cosign with her on a car. When the paperwork was brought to me at work I was the buyer and her name was n't even on the contract. I questioned why I was the buyer and not the co-buyer and was n't even informed that she was n't on the contract with me. I signed after hearing the reason why from the salesman but after thinking about the situation asked the dealership to change the paperwork and make it right. My complaint right now is with Chrysler Financial Corporation because I informed them what had taken place and that I was worried about how this would effect my credit. Chrysler Financial Corporation did escalate this to the office of the president and talked to the dealership but because I signed the contract there 's nothing they can do and its up to the dealership. The dealership made material misrepresentations on applications ( me as a buyer instead of co-buyer ) without informing me by phone or written agreement. Never was informed under the XXXX Practices Rule that states "" creditors to advise consumers who cosign obligations about their potential liability if other person fails to pay ''. I let Chrysler Financial Corporation know that the car was taken back to the dealership because they misrepresented the paperwork to me that I signed. Never talked to a finance person and as of this day of XXXX/XXXX/15 never been on the dealerships property. So this complaint is about how Chrysler Financial Corporation views my obligation to this contract under misrepresentation by the dealership they finance cars through. Yes I did sign the contract but the only person I every spoke to before signing the paperwork was the sales person. 
",,Santander Consumer USA Holdings Inc,TX,761XX,,Consent provided,Web,11/09/2015,Closed with explanation,Yes,No,1636132
10/21/2015,Deposits and withdrawals,,"My netspend debit card got unauthorized transactions for a hotel in XXXX which I do not have passport nor purchased a plane ticket..I had charges from XXXX XXXX.XXXX XXXX.i called the police as it was happening be they did not have a 24th our hot line called in the morning had card blocked was told charges was pending an they allowed the transaction to go thru days later after having my card blocked..I 've called several times an told different things an hung up on ... I am very upset I have bills do an need food for my children ... Please send a fax so I can fax documents 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",NV,890XX,,Consent provided,Web,10/28/2015,Closed with explanation,Yes,No,1617550
11/08/2015,Incorrect information on credit report,Personal information,"XXXX of the addresses listed for me are incorrect. The XXXX address and the with the strange city XXXX in Louisiana. 
",,Equifax,CA,903XX,,Consent provided,Web,11/10/2015,Closed with explanation,Yes,No,1645401
10/21/2015,Unsolicited issuance of credit card,,"Paypal Credit pulled my credit score without my consent, resulting in a hard credit inquiry on my credit report. The last time I was on Paypal, all I did was update my profile by adding my new bank account and my SSN. I just saved the information to my profile, I did not consent to them running it for Paypal credit. After doing some research, this has happened to many other people. It 's like as soon as they have your SSN, they take that as an okay to run your credit. The only thing I was doing was trying to get my profile as updated and completed as I could. 
",,"PayPal Holdings, Inc.",TN,374XX,,Consent provided,Web,10/23/2015,Closed with explanation,Yes,No,1617824
11/09/2015,Incorrect information on credit report,Information is not mine,"I 've contacted Equifax for an error in my credit report. There is an account that does n't belong to me, and I have explained to them I dont recognize this debt or owe any money to this creditor. If valid it would have been paid. have become a responsible consumer and this is an unfamiliar debt to me. Moreover, this debt appears to be past the Statute of Limitations. However, they insist in keeping in it there. I contacted XXXX for this exact same error also, and they concluded the account is not mine, and removed it from credit report. How is it possible, XXXX credit agency has determined there is indeed incorrect information, verified the account and removed them, and the other company just neglects all this? Please assist in contacting Equifax and getting this sorted out. 
",,Equifax,CO,800XX,,Consent provided,Web,11/09/2015,Closed with explanation,Yes,Yes,1645780
11/03/2015,Unauthorized transactions/trans. issues,,"I purchased XXXX gift cards from XXXX. When I tried to use them later my purchases were declined. I checked my balance on each card and they had all been used up. I immediately contacted XXXX for assistance and they told me they would take 4-6 weeks to investigate and get back to me. They also asked me to send in multiple documents and proof of purchase. I did all that. 

As of now I 've only received the funds back on only XXXX of the cards. I 've tried asking for updates on the other XXXX cards but I still get quoted the same line : "" please wait 4-6 weeks for our investigation to finish. '' When I tell them that I already did, they do n't have much to say, but apologize that "" they understand. "" I do n't know why it 's so difficult to get in touch with the appropriate people at Blackhawk. The only number I have reaches people who never know what 's going on and simply tell me to sit tight. Is this how consumer protection works? I sent in all the documents they asked and did so properly. 
",,Blackhawk Network Holdings Inc.,IL,606XX,,Consent provided,Web,11/04/2015,Closed with explanation,Yes,Yes,1637805
11/03/2015,Charged fees or interest I didn't expect,,"I took this note out XXXX 2013 in the amount of {$1300.00} to help my son out. As of today I have paid in {$6800.00} with a balance of {$770.00} remaining. I was told this was a two year note and as you can see it has been 29 months. I was also told that my due date had been changed to the XXXX of each month only to find out yesterday that it was not moved but I have been receiving late fees each day I am past the XXXX of the month. I have requested a copy of my contract from TitleMax and hope to have by the end of this week. 
",,TMX Finance LLC,MO,645XX,,Consent provided,Web,11/04/2015,Closed with explanation,Yes,No,1637933
10/27/2015,"Loan modification,collection,foreclosure",,"Due to hardships, was unable to make the XXXX XXXX payment of XXXX to Chase bank. Applied for a modification. 3 1/2 years later, I finally get XXXX where the "" trial Payments '' of XXXX are expected and XXXX is due on XXXX XXXX. 

Ridiculous. 
1 ) Why the 3 1/2 year wait for the mortgage company to perform? 
... and yet ... 
2 XXXX I only have 30 days to perform? 
further, who makes these crazy underwriting decision?? 
3 ) how come during the mediation process here in Delaware, I am only just finding out that my loan was really thru the XXXX and that Chase Bank was the "" agent '' bank and I originally thought back in XXXX that my loan was only thru Chase bank? Sounds shady. 
4 XXXX Why were these docs asking for monthly payments of XXXX not sent certified mail? No ... .they were sent to me regular mail! Would I have been still been held accountable if I had never got them?? 
5 ) What is even more crazy is that I received a "" modification '' on my loan back in XXXX. But I know this was n't really a "" modification '' ... this was really a forbearance. Why? Chase wanted XXXX just drop my very original payment from XXXX to XXXX! I was laid off in XXXX and again in XXXX and my payment only dropped by XXXX if they received a whopping sum of XXXX dollars?!! Unbelievable. 

6 ) I also want to know why the original loan amount on the loan was roughly XXXX when, after some research, I discover that this newly built home in XXXX was sold to someone else for only XXXX, but some unknown reason ... .they original buyers back out of the loan. How did the balance go from XXXX to XXXX? 


7 ) WHAT ARE THE TERMS OF MY LOAN AFTER MY "" TRIAL PERIOD '' IS SUCCESSFULLY COMPLETED? WHAT HAPPENS AFTER THE TRIAL. I HAVE NO IDEA WHAT I AM GETTING MYSELF INTO YET AGAIN!!!!!! 

8 XXXX Why am I being told XXXX different things : For example, I hear from everyone, "" The bank does n't really want to kick you out of your house. '' Yet, I get paperwork in the mail touting the word "" foreclosure '' like it was no big deal to them. Why the XXXX different messages? 

This is my complaint. I deserve clear easy to understand answers. 

I want clear answers to my questions. 
",,JPMorgan Chase & Co.,DE,199XX,,Consent provided,Web,10/27/2015,Closed with explanation,Yes,Yes,1627360
11/17/2015,Other,,"I recently took extensive efforts to clean up my credit report in the intent of needing to apply for a loan to build a home. I used my free annual credit check. I recently received free credit monitoring provide by the XXXX as my name was involved in the XXXX XXXX. I had a XXXX Credit Card issued by Citibank, Acct XXXX. My credit was sold and transferred to XXXX, XXXX XXXX XXXX XXXX, several months ago. Both XXXX and XXXX both showed I had XXXX accounts open Citibank and XXXX. The transferred account was never closed or transfered. Although not of significant impact to my FICO, it was counter productive to all the work I just did to get my report correct. I did not participate in the negotiations involved in change banks to support my borrowing/credit needs however the consumer should not be impacted negatively when XXXX banks get together and your information/business is sold. The CFPB should actively monitor who should have done what to whom in this case so consumers are not negatively impacted by financial transactions when their information is sold and when the consumer is not personally involved in the transfer. Who is accountable to make sure all three reporting agencies are aware the credit was transferred??? It is too scary that this activity can occur without repercussions or analysis on the frequency of occurrence. All XXXX would say is that you have to fix this. They are "" XXXX party '' in this transaction. Actually I am XXXX party in the deal to buy my credit! Why are financial institutions not accountable for not reporting the transaction??? This same thing just occurred when my mortgage was sold. This latency issue has significantly affected my credit score. It has been three months since the transfer of my mortgage and XXXX still shows I have XXXX mortgages on my home, XXXX with XXXX and another on with XXXX. Who should be accountable??? 
",Company chooses not to provide a public response,Citibank,VA,238XX,,Consent provided,Web,11/30/2015,Closed with explanation,Yes,Yes,1658362
